Mod:Item:MetaData, Localized Name
Metallurgy:explosive:3, Death Explosives
Metallurgy:explosive:4, Precision Explosives
Metallurgy:tab.block:0, tile.metallurgy.tab2.block.name
ExtraTiC:moltenRefinedGlowstone, Molten Refined Glowstone
ExtraTiC:moltenOsmium, Molten Osmium
ExtraTiC:moltenPokefennium, Molten Pokefennium
ExtraTiC:moltenFairy, Molten Fairy
ExtraTiC:moltenRedAurum, Molten RedAurum
ExtraTiC:moltenDarkSteel, Molten Dark Steel
ExtraTiC:moltenZinc, Molten Zinc
ExtraTiC:moltenBrass, Molten Brass
ExtraTiC:moltenAdamantine., Molten Adamantine
ExtraTiC:moltenConductiveIron, Molten Conductive Iron
ExtraTiC:moltenElectricalSteel, Molten Electrical Steel
ExtraTiC:moltenEnergeticAlloy, Molten Energetic Alloy
ExtraTiC:moltenPhasedGold, Molten Phased Gold
ExtraTiC:moltenPhasedIron, Molten Phased Iron
ExtraTiC:moltenRedstoneAlloy, Molten Redstone Alloy
ExtraTiC:liquidSilicon, Liquid Silicon
ExtraTiC:moltenSoularium, Molten Soularium
ExtraTiC:moltenManasteel, Molten Manasteel
ExtraTiC:moltenTerrasteel, Molten Terrasteel
ExtraTiC:moltenElementium, Molten Elementium
ExtraTiC:moltenVoidmetal, Molten Voidmetal
ExtraTiC:moltenblutonium, Molten Blutonium
ExtraTiC:moltenLudicrite, Molten Ludicrite
ExtraTiC:moltenConstantan, Molten Constantan
ExtraTiC:blockFunStuff:0, Fairy Block
ExtraTiC:blockFunStuff:1, Pokefennium Block
ExtraTiC:blockFunStuff:2, RedAurum Block
factorization:FzBlock:3, Stamper
factorization:FzBlock:8, Packager
factorization:FzBlock:11, Slag Furnace
factorization:FzBlock:28, Parasieve
factorization:FzBlock:2, Battery Block
factorization:FzBlock:26, Leyden Jar
factorization:FzBlock:26, Leyden Jar
factorization:FzBlock:43, Creative Charge Source
factorization:FzBlock:31, Caliometric Burner
factorization:FzBlock:49, Sap Tap
factorization:FzBlock:50, Anthropic Generator
factorization:FzBlock:22, Water Boiler
factorization:FzBlock:21, Steam Turbine
factorization:FzBlock:54, Shaft
factorization:FzBlock:51, Bibliogen
factorization:FzBlock:0, Mirror
factorization:FzBlock:52, Charge Generator
factorization:FzBlock:55, Windmill Base
factorization:FzBlock:57, Waterwheel Base
factorization:FzBlock:53, Steam Whirligig
factorization:FzBlock:15, Furnace Heater
factorization:FzBlock:14, factorization.factoryBlock.LEADWIRE.name
factorization:FzBlock:18, Mixer
factorization:FzBlock:19, Crystallizer
factorization:FzBlock:25, Sculpture
factorization:FzBlock:32, Socket Block
factorization:FzBlock:27, Servo Rail
factorization:FzBlock:6, Magical Lamp
factorization:FzBlock:29, Compression Crafter
factorization:FzBlock:44, Hinge
factorization:FzBlock:60, The Hall of Legends
factorization:Lightair, tile.lightair.name
factorization:ResourceBlock:0, Silver Ore
factorization:ResourceBlock:1, Block of Silver
factorization:ResourceBlock:2, Block of Lead
factorization:ResourceBlock:3, Block of Dark Iron
factorization:DarkIronOre, Dark Iron Ore
factorization:FracturedBedrock, Fractured Bedrock
factorization:BlastedBedrock, Blasted Bedrock
factorization:GargantuanBlock, Gargantuan Brick
factorization:MantleRock, Mantle Rock
factorization:BlockMatcher, tile.BlockMatcher.name
factorization:ArtifactForge, Artifact Forge
factorization:ColossalBlock:0, §nColossal Mask§r
factorization:ColossalBlock:1, §nFractured Colossal Block§r
factorization:ColossalBlock:2, §nColossal Arm§r
factorization:ColossalBlock:3, §nColossal Leg§r
factorization:ColossalBlock:4, §nColossal Block§r
factorization:ColossalBlock:5, §nColossal Eye§r (closed)
factorization:ColossalBlock:6, §k§nDark Colossal Heart§r
factorization:ColossalBlock:7, §nColossal Eye§r
factorization:ColossalBlock:9, §nFractured Colossal Mask§r
factorization:BlastBlock, tile.blastBlock.name
Steamcraft:steamcraftOre:0, Copper Ore
Steamcraft:steamcraftOre:1, Zinc Ore
Steamcraft:steamcraftOre:2, Poor Zinc Ore
Steamcraft:blockBrass, Block of Brass
Steamcraft:blockZinc, Block of Zinc
Steamcraft:blockCopper, Block of Copper
Steamcraft:crucible, Crucible
Steamcraft:hellCrucible, Nether Crucible
Steamcraft:mold, Mold
Steamcraft:carving, Carving Table
Steamcraft:boiler, Boiler
Steamcraft:boilerOn, Boiler
Steamcraft:flashBoiler, Flash Boiler Component
Steamcraft:pipe, Pipe
Steamcraft:valvePipe, Valve Pipe
Steamcraft:steamTank:0, Steam Tank
Steamcraft:steamTank:1, Creative Steam Tank
Steamcraft:meter, Steam Gauge
Steamcraft:ruptureDisc:0, Rupture Disc
Steamcraft:horn, Steam Whistle
Steamcraft:fluidSteamConverter, Pressure Converter
Steamcraft:pump, Archimedes Screw
Steamcraft:smasher, Rock Smasher
Steamcraft:dummy, tile.steamcraft:dummy.name
Steamcraft:heater, Steam Heater
Steamcraft:chargingPad, Filling Pad
Steamcraft:charger, Steam Filler
Steamcraft:hammer, Steam Hammer
Steamcraft:itemMortar, Item Mortar
Steamcraft:thumper, Thumper
Steamcraft:thumperDummy, tile.steamcraft:thumperDummy.name
Steamcraft:fan, Fan
Steamcraft:vacuum, Vacuum
Steamcraft:engineering, Engineering Table
IronChest:BlockIronChest:0, Iron Chest
IronChest:BlockIronChest:1, Gold Chest
IronChest:BlockIronChest:2, Diamond Chest
IronChest:BlockIronChest:3, Copper Chest
IronChest:BlockIronChest:4, Silver Chest
IronChest:BlockIronChest:5, Crystal Chest
IronChest:BlockIronChest:6, Obsidian Chest
IronChest:BlockIronChest:7, DirtChest 9000!
Mekanism:BasicBlock:0, Osmium Block
Mekanism:BasicBlock:1, Bronze Block
Mekanism:BasicBlock:2, Refined Obsidian
Mekanism:BasicBlock:3, Charcoal Block
Mekanism:BasicBlock:4, Refined Glowstone
Mekanism:BasicBlock:5, Steel Block
Mekanism:BasicBlock:6, Basic Bin
Mekanism:BasicBlock:6, Advanced Bin
Mekanism:BasicBlock:6, Elite Bin
Mekanism:BasicBlock:6, Ultimate Bin
Mekanism:BasicBlock:7, Teleporter Frame
Mekanism:BasicBlock:8, Steel Casing
Mekanism:BasicBlock:9, Dynamic Tank
Mekanism:BasicBlock:10, Structural Glass
Mekanism:BasicBlock:11, Dynamic Valve
Mekanism:BasicBlock:12, Copper Block
Mekanism:BasicBlock:13, Tin Block
Mekanism:BasicBlock:14, Thermal Evaporation Controller
Mekanism:BasicBlock:15, Thermal Evaporation Valve
Mekanism:BasicBlock2:0, Thermal Evaporation Block
Mekanism:BasicBlock2:1, Induction Casing
Mekanism:BasicBlock2:2, Induction Port
Mekanism:BasicBlock2:3, Basic Induction Cell
Mekanism:BasicBlock2:3, Advanced Induction Cell
Mekanism:BasicBlock2:3, Elite Induction Cell
Mekanism:BasicBlock2:3, Ultimate Induction Cell
Mekanism:BasicBlock2:4, Basic Induction Provider
Mekanism:BasicBlock2:4, Advanced Induction Provider
Mekanism:BasicBlock2:4, Elite Induction Provider
Mekanism:BasicBlock2:4, Ultimate Induction Provider
Mekanism:BasicBlock2:5, Superheating Element
Mekanism:BasicBlock2:6, Pressure Disperser
Mekanism:BasicBlock2:7, Boiler Casing
Mekanism:BasicBlock2:8, Boiler Valve
Mekanism:BasicBlock2:9, Security Desk
Mekanism:OreBlock:0, Osmium Ore
Mekanism:OreBlock:1, Copper Ore
Mekanism:OreBlock:2, Tin Ore
Mekanism:EnergyCube, tile.EnergyCube.name
Mekanism:ObsidianTNT, Obsidian TNT
Mekanism:BoundingBlock, Bounding Block
Mekanism:GasTank:0, Basic Gas Tank
Mekanism:GasTank:0, Advanced Gas Tank
Mekanism:GasTank:0, Elite Gas Tank
Mekanism:GasTank:0, Ultimate Gas Tank
Mekanism:CardboardBox, Cardboard Box
Mekanism:PlasticBlock:0, §8Black Plastic Block
Mekanism:PlasticBlock:1, §cRed Plastic Block
Mekanism:PlasticBlock:2, §2Green Plastic Block
Mekanism:PlasticBlock:3, §6Brown Plastic Block
Mekanism:PlasticBlock:4, §1Blue Plastic Block
Mekanism:PlasticBlock:5, §5Purple Plastic Block
Mekanism:PlasticBlock:6, §3Cyan Plastic Block
Mekanism:PlasticBlock:7, §7Light Grey Plastic Block
Mekanism:PlasticBlock:8, §8Grey Plastic Block
Mekanism:PlasticBlock:9, §dPink Plastic Block
Mekanism:PlasticBlock:10, §aLime Plastic Block
Mekanism:PlasticBlock:11, §eYellow Plastic Block
Mekanism:PlasticBlock:12, §9Light Blue Plastic Block
Mekanism:PlasticBlock:13, §dMagenta Plastic Block
Mekanism:PlasticBlock:14, §6Orange Plastic Block
Mekanism:PlasticBlock:15, §fWhite Plastic Block
Mekanism:SlickPlasticBlock:0, §8Black Slick Plastic Block
Mekanism:SlickPlasticBlock:1, §cRed Slick Plastic Block
Mekanism:SlickPlasticBlock:2, §2Green Slick Plastic Block
Mekanism:SlickPlasticBlock:3, §6Brown Slick Plastic Block
Mekanism:SlickPlasticBlock:4, §1Blue Slick Plastic Block
Mekanism:SlickPlasticBlock:5, §5Purple Slick Plastic Block
Mekanism:SlickPlasticBlock:6, §3Cyan Slick Plastic Block
Mekanism:SlickPlasticBlock:7, §7Light Grey Slick Plastic Block
Mekanism:SlickPlasticBlock:8, §8Grey Slick Plastic Block
Mekanism:SlickPlasticBlock:9, §dPink Slick Plastic Block
Mekanism:SlickPlasticBlock:10, §aLime Slick Plastic Block
Mekanism:SlickPlasticBlock:11, §eYellow Slick Plastic Block
Mekanism:SlickPlasticBlock:12, §9Light Blue Slick Plastic Block
Mekanism:SlickPlasticBlock:13, §dMagenta Slick Plastic Block
Mekanism:SlickPlasticBlock:14, §6Orange Slick Plastic Block
Mekanism:SlickPlasticBlock:15, §fWhite Slick Plastic Block
Mekanism:GlowPlasticBlock:0, §8Black Plastic Glow Block
Mekanism:GlowPlasticBlock:1, §cRed Plastic Glow Block
Mekanism:GlowPlasticBlock:2, §2Green Plastic Glow Block
Mekanism:GlowPlasticBlock:3, §6Brown Plastic Glow Block
Mekanism:GlowPlasticBlock:4, §1Blue Plastic Glow Block
Mekanism:GlowPlasticBlock:5, §5Purple Plastic Glow Block
Mekanism:GlowPlasticBlock:6, §3Cyan Plastic Glow Block
Mekanism:GlowPlasticBlock:7, §7Light Grey Plastic Glow Block
Mekanism:GlowPlasticBlock:8, §8Grey Plastic Glow Block
Mekanism:GlowPlasticBlock:9, §dPink Plastic Glow Block
Mekanism:GlowPlasticBlock:10, §aLime Plastic Glow Block
Mekanism:GlowPlasticBlock:11, §eYellow Plastic Glow Block
Mekanism:GlowPlasticBlock:12, §9Light Blue Plastic Glow Block
Mekanism:GlowPlasticBlock:13, §dMagenta Plastic Glow Block
Mekanism:GlowPlasticBlock:14, §6Orange Plastic Glow Block
Mekanism:GlowPlasticBlock:15, §fWhite Plastic Glow Block
Mekanism:ReinforcedPlasticBlock:0, §8Black Reinforced Plastic Block
Mekanism:ReinforcedPlasticBlock:1, §cRed Reinforced Plastic Block
Mekanism:ReinforcedPlasticBlock:2, §2Green Reinforced Plastic Block
Mekanism:ReinforcedPlasticBlock:3, §6Brown Reinforced Plastic Block
Mekanism:ReinforcedPlasticBlock:4, §1Blue Reinforced Plastic Block
Mekanism:ReinforcedPlasticBlock:5, §5Purple Reinforced Plastic Block
Mekanism:ReinforcedPlasticBlock:6, §3Cyan Reinforced Plastic Block
Mekanism:ReinforcedPlasticBlock:7, §7Light Grey Reinforced Plastic Block
Mekanism:ReinforcedPlasticBlock:8, §8Grey Reinforced Plastic Block
Mekanism:ReinforcedPlasticBlock:9, §dPink Reinforced Plastic Block
Mekanism:ReinforcedPlasticBlock:10, §aLime Reinforced Plastic Block
Mekanism:ReinforcedPlasticBlock:11, §eYellow Reinforced Plastic Block
Mekanism:ReinforcedPlasticBlock:12, §9Light Blue Reinforced Plastic Block
Mekanism:ReinforcedPlasticBlock:13, §dMagenta Reinforced Plastic Block
Mekanism:ReinforcedPlasticBlock:14, §6Orange Reinforced Plastic Block
Mekanism:ReinforcedPlasticBlock:15, §fWhite Reinforced Plastic Block
Mekanism:RoadPlasticBlock:0, §8Black Plastic Road
Mekanism:RoadPlasticBlock:1, §cRed Plastic Road
Mekanism:RoadPlasticBlock:2, §2Green Plastic Road
Mekanism:RoadPlasticBlock:3, §6Brown Plastic Road
Mekanism:RoadPlasticBlock:4, §1Blue Plastic Road
Mekanism:RoadPlasticBlock:5, §5Purple Plastic Road
Mekanism:RoadPlasticBlock:6, §3Cyan Plastic Road
Mekanism:RoadPlasticBlock:7, §7Light Grey Plastic Road
Mekanism:RoadPlasticBlock:8, §8Grey Plastic Road
Mekanism:RoadPlasticBlock:9, §dPink Plastic Road
Mekanism:RoadPlasticBlock:10, §aLime Plastic Road
Mekanism:RoadPlasticBlock:11, §eYellow Plastic Road
Mekanism:RoadPlasticBlock:12, §9Light Blue Plastic Road
Mekanism:RoadPlasticBlock:13, §dMagenta Plastic Road
Mekanism:RoadPlasticBlock:14, §6Orange Plastic Road
Mekanism:RoadPlasticBlock:15, §fWhite Plastic Road
Mekanism:PlasticFence:0, §8Black Plastic Barrier
Mekanism:PlasticFence:1, §cRed Plastic Barrier
Mekanism:PlasticFence:2, §2Green Plastic Barrier
Mekanism:PlasticFence:3, §6Brown Plastic Barrier
Mekanism:PlasticFence:4, §1Blue Plastic Barrier
Mekanism:PlasticFence:5, §5Purple Plastic Barrier
Mekanism:PlasticFence:6, §3Cyan Plastic Barrier
Mekanism:PlasticFence:7, §7Light Grey Plastic Barrier
Mekanism:PlasticFence:8, §8Grey Plastic Barrier
Mekanism:PlasticFence:9, §dPink Plastic Barrier
Mekanism:PlasticFence:10, §aLime Plastic Barrier
Mekanism:PlasticFence:11, §eYellow Plastic Barrier
Mekanism:PlasticFence:12, §9Light Blue Plastic Barrier
Mekanism:PlasticFence:13, §dMagenta Plastic Barrier
Mekanism:PlasticFence:14, §6Orange Plastic Barrier
Mekanism:PlasticFence:15, §fWhite Plastic Barrier
Mekanism:SaltBlock, Salt Block
NetherOres:tile.netherores.ore.0:0, Nether Coal Ore
NetherOres:tile.netherores.ore.0:1, Nether Diamond Ore
NetherOres:tile.netherores.ore.0:2, Nether Gold Ore
NetherOres:tile.netherores.ore.0:3, Nether Iron Ore
NetherOres:tile.netherores.ore.0:4, Nether Lapis Ore
NetherOres:tile.netherores.ore.0:5, Nether Redstone Ore
NetherOres:tile.netherores.ore.0:6, Nether Copper Ore
NetherOres:tile.netherores.ore.0:7, Nether Tin Ore
NetherOres:tile.netherores.ore.0:8, Nether Emerald Ore
NetherOres:tile.netherores.ore.0:9, Nether Silver Ore
NetherOres:tile.netherores.ore.0:10, Nether Lead Ore
NetherOres:tile.netherores.ore.0:11, Nether Uranium Ore
NetherOres:tile.netherores.ore.0:12, Nether Nikolite Ore
NetherOres:tile.netherores.ore.0:13, Nether Ruby Ore
NetherOres:tile.netherores.ore.0:14, Nether Peridot Ore
NetherOres:tile.netherores.ore.0:15, Nether Sapphire Ore
NetherOres:tile.netherores.ore.1:0, Nether Platinum Ore
NetherOres:tile.netherores.ore.1:1, Nether Ferrous Ore
NetherOres:tile.netherores.ore.1:2, Nether Pig Iron Ore
NetherOres:tile.netherores.ore.1:3, Nether Iridium Ore
NetherOres:tile.netherores.ore.1:4, Nether Osmium Ore
NetherOres:tile.netherores.ore.1:5, Nether Sulfur Ore
NetherOres:tile.netherores.ore.1:6, Nether Titanium Ore
NetherOres:tile.netherores.ore.1:7, Nether Mithril Ore
NetherOres:tile.netherores.ore.1:8, Nether Adamantium Ore
NetherOres:tile.netherores.ore.1:9, Nether Rutile Ore
NetherOres:tile.netherores.ore.1:10, Nether Tungsten Ore
NetherOres:tile.netherores.ore.1:11, Nether Amber Ore
NetherOres:tile.netherores.ore.1:12, Nether Tennantite Ore
NetherOres:tile.netherores.ore.1:13, Nether Salt Ore
NetherOres:tile.netherores.ore.1:14, Nether Saltpeter Ore
NetherOres:tile.netherores.ore.1:15, Nether Magnesium Ore
NetherOres:netherOresBlockHellfish, tile.netherores.hellfish.name
qCraft:quantumore, Quantum Ore
qCraft:quantumoreglowing, Quantum Ore
qCraft:quantumlogic:0, Automatic Observer
qCraft:quantumcomputer:0, Quantum Computer
qCraft:quantumportal, Quantum Portal
TravellersGear:armorstand, Armor Stand
WitchingGadgets:WG_WallMirror, Mirror on the Wall
WitchingGadgets:WG_VoidWalkway, Void Walkway
WitchingGadgets:WG_StoneDevice:0, Ethereal Wall
WitchingGadgets:WG_StoneDevice:1, Magical Lock
WitchingGadgets:WG_StoneDevice:2, Obsidian Plate
WitchingGadgets:WG_StoneDevice:3, Obsidian Rune
WitchingGadgets:WG_StoneDevice:6, Sarcophagus
WitchingGadgets:WG_StoneDevice:7, Ageing Stone
WitchingGadgets:WG_WoodenDevice:0, Spinning Wheel
WitchingGadgets:WG_WoodenDevice:2, Thaumic Stone Extruder
WitchingGadgets:WG_WoodenDevice:3, Cutting Table
WitchingGadgets:WG_WoodenDevice:4, Thaumic Sauna Stove
WitchingGadgets:WG_WoodenDevice:5, Aspect Library
WitchingGadgets:WG_MetalDevice:0, Essentia Pump
WitchingGadgets:WG_MetalDevice:1, Arcane Terrestrial Reformer
WitchingGadgets:WG_MetalDevice:2, Terrestrial Focus: Plains
WitchingGadgets:WG_MetalDevice:3, Terrestrial Focus: Cold Taiga
WitchingGadgets:WG_MetalDevice:4, Terrestrial Focus: Desert
WitchingGadgets:WG_MetalDevice:5, Terrestrial Focus: Jungle
WitchingGadgets:WG_MetalDevice:6, Terrestrial Focus: Hell
WitchingGadgets:WG_MetalDevice:7, Void metal Block
WitchingGadgets:WG_MetalDevice:8, Terrestrial Focus: Tainted Lands
WitchingGadgets:WG_MetalDevice:9, Terrestrial Focus: Mushroom Island
WitchingGadgets:WG_RoseVine, Rose Vines
WitchingGadgets:WG_CustomAir, Glimmer of Light
ForgeRelocation:relocation.blockmovingrow:0, tile.relocation.blockmovingrow|0.name
MCFrames:mcframes.motor:0, Debug Frame Motor
MCFrames:mcframes.frame, Frame
ThermalExpansion:Machine:0, Redstone Furnace (Resonant)
ThermalExpansion:Machine:1, Pulverizer (Resonant)
ThermalExpansion:Machine:2, Sawmill (Resonant)
ThermalExpansion:Machine:3, Induction Smelter (Resonant)
ThermalExpansion:Machine:4, Magma Crucible (Resonant)
ThermalExpansion:Machine:5, Fluid Transposer (Resonant)
ThermalExpansion:Machine:6, Glacial Precipitator (Resonant)
ThermalExpansion:Machine:7, Igneous Extruder (Resonant)
ThermalExpansion:Machine:8, Aqueous Accumulator (Resonant)
ThermalExpansion:Machine:9, Cyclic Assembler (Resonant)
ThermalExpansion:Machine:10, Energetic Infuser (Resonant)
ThermalExpansion:Machine:11, Phytogenic Insolator (Resonant)
ThermalExpansion:Device:2, Autonomous Activator
ThermalExpansion:Device:3, Terrain Smasher
ThermalExpansion:Device:4, Acquisition Apparatus
ThermalExpansion:Device:5, Nullifier
ThermalExpansion:Device:6, Item Allocator
ThermalExpansion:Dynamo:0, Steam Dynamo
ThermalExpansion:Dynamo:1, Magmatic Dynamo
ThermalExpansion:Dynamo:2, Compression Dynamo
ThermalExpansion:Dynamo:3, Reactant Dynamo
ThermalExpansion:Dynamo:4, Enervation Dynamo
ThermalExpansion:Cell:0, Creative Energy Cell
ThermalExpansion:Cell:1, Leadstone Energy Cell
ThermalExpansion:Cell:1, Leadstone Energy Cell
ThermalExpansion:Cell:2, Hardened Energy Cell
ThermalExpansion:Cell:2, Hardened Energy Cell
ThermalExpansion:Cell:3, Redstone Energy Cell
ThermalExpansion:Cell:3, Redstone Energy Cell
ThermalExpansion:Cell:4, Resonant Energy Cell
ThermalExpansion:Cell:4, Resonant Energy Cell
ThermalExpansion:Tank:0, Creative Portable Tank
ThermalExpansion:Tank:1, Portable Tank
ThermalExpansion:Tank:2, Hardened Portable Tank
ThermalExpansion:Tank:3, Reinforced Portable Tank
ThermalExpansion:Tank:4, Resonant Portable Tank
ThermalExpansion:Strongbox:0, Creative Strongbox
ThermalExpansion:Strongbox:1, Strongbox
ThermalExpansion:Strongbox:2, Hardened Strongbox
ThermalExpansion:Strongbox:3, Reinforced Strongbox
ThermalExpansion:Strongbox:4, Resonant Strongbox
ThermalExpansion:Cache:0, Creative Cache
ThermalExpansion:Cache:1, Cache
ThermalExpansion:Cache:2, Hardened Cache
ThermalExpansion:Cache:3, Reinforced Cache
ThermalExpansion:Cache:4, Resonant Cache
ThermalExpansion:Workbench:0, Creative Machinist's Workbench
ThermalExpansion:Workbench:1, Machinist's Workbench
ThermalExpansion:Workbench:2, Hardened Machinist's Workbench
ThermalExpansion:Workbench:3, Reinforced Machinist's Workbench
ThermalExpansion:Workbench:4, Resonant Machinist's Workbench
ThermalExpansion:Tesseract:0, Tesseract
ThermalExpansion:Plate:0, Plate Frame
ThermalExpansion:Plate:1, Redstone Plate
ThermalExpansion:Plate:2, Impulse Plate
ThermalExpansion:Plate:3, Translocation Plate
ThermalExpansion:Plate:4, Charge Plate
ThermalExpansion:Plate:5, Excursion Plate
ThermalExpansion:Plate:6, Teleport Plate
ThermalExpansion:Light:0, Glowstone Illuminator
ThermalExpansion:Light:0, Glowstone Illuminator
ThermalExpansion:Light:0, Glowstone Illuminator
ThermalExpansion:Light:0, Glowstone Illuminator
ThermalExpansion:Light:0, Glowstone Illuminator
ThermalExpansion:Light:0, Glowstone Illuminator
ThermalExpansion:Light:0, Glowstone Illuminator
ThermalExpansion:Light:0, Glowstone Illuminator
ThermalExpansion:Light:0, Glowstone Illuminator
ThermalExpansion:Light:1, Radiant Lumium Lamp
ThermalExpansion:Light:1, Radiant Lumium Lamp
ThermalExpansion:Light:1, Radiant Lumium Lamp
ThermalExpansion:Light:1, Radiant Lumium Lamp
ThermalExpansion:Light:1, Radiant Lumium Lamp
ThermalExpansion:Light:1, Radiant Lumium Lamp
